bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Ankit Sharma,Gujarat Lions,2017,1,0,16,6,1.0,16.0
Ankit Sharma,Kolkata Knight Riders,2012,1,1,19,24,4.0,4.75
Ankit Sharma,Kolkata Knight Riders,2016,1,0,26,18,3.0,8.67
Ankit Sharma,Mumbai Indians,2012,1,0,18,24,4.0,4.5
Ankit Sharma,Mumbai Indians,2014,1,2,23,24,4.0,5.75
Ankit Sharma,Mumbai Indians,2015,1,1,29,24,4.0,7.25
Ankit Sharma,Pune Warriors India,2012,2,2,20,24,4.0,5.0
Ankit Sharma,Punjab Kings,2016,1,1,27,24,4.0,6.75
Ankit Sharma,Rajasthan Royals,2012,1,0,33,24,4.0,8.25
Ankit Sharma,Royal Challengers Bangalore,2013,1,0,17,12,2.0,8.5
Ankit Sharma,Royal Challengers Bangalore,2015,1,0,28,18,3.0,9.33
Ankit Sharma,Royal Challengers Bangalore,2016,1,0,31,24,4.0,7.75
Ankit Soni,Delhi Capitals,2017,1,0,26,12,2.0,13.0
Ankit Soni,Mumbai Indians,2017,1,1,16,24,4.0,4.0
Ankit Soni,Punjab Kings,2017,1,0,27,18,3.0,9.0
Ankit Soni,Rising Pune Supergiant,2017,1,0,16,24,4.0,4.0
Ankit Soni,Royal Challengers Bangalore,2017,1,1,28,18,3.0,9.33
Ankit Soni,Sunrisers Hyderabad,2017,1,0,31,13,2.1,14.76
Anrich Nortje,Chennai Super Kings,2020,2,4,65,48,8.0,8.12
Anrich Nortje,Kolkata Knight Riders,2020,2,5,60,48,8.0,7.5
Anrich Nortje,Mumbai Indians,2020,4,4,128,78,13.0,9.85
Anrich Nortje,Punjab Kings,2020,1,0,33,24,4.0,8.25
Anrich Nortje,Rajasthan Royals,2020,2,3,58,48,8.0,7.25
Anrich Nortje,Royal Challengers Bangalore,2020,2,5,55,48,8.0,6.88
Anrich Nortje,Sunrisers Hyderabad,2020,3,1,113,72,12.0,9.42
Anukul Roy,Chennai Super Kings,2019,1,1,11,12,2.0,5.5
Anureet Singh,Chennai Super Kings,2009,2,1,37,24,4.0,9.25
Anureet Singh,Chennai Super Kings,2011,1,1,40,24,4.0,10.0
Anureet Singh,Chennai Super Kings,2012,1,0,45,24,4.0,11.25
Anureet Singh,Chennai Super Kings,2015,2,1,70,41,6.5,10.77
Anureet Singh,Deccan Chargers,2011,1,3,35,24,4.0,8.75
Anureet Singh,Deccan Chargers,2012,1,0,55,24,4.0,13.75
Anureet Singh,Delhi Capitals,2009,1,0,23,18,3.0,7.67
Anureet Singh,Delhi Capitals,2011,1,1,18,24,4.0,4.5
Anureet Singh,Delhi Capitals,2012,2,2,53,30,5.0,10.6
Anureet Singh,Delhi Capitals,2015,2,2,57,42,7.0,8.14
Anureet Singh,Kochi Tuskers Kerala,2011,1,1,26,24,4.0,6.5
Anureet Singh,Kolkata Knight Riders,2009,1,1,19,21,3.3,5.76
Anureet Singh,Kolkata Knight Riders,2011,2,0,33,21,3.3,10.0
Anureet Singh,Kolkata Knight Riders,2012,2,3,59,48,8.0,7.38
Anureet Singh,Kolkata Knight Riders,2015,2,2,93,47,7.5,12.4
Anureet Singh,Kolkata Knight Riders,2018,1,0,10,6,1.0,10.0
Anureet Singh,Mumbai Indians,2011,2,3,34,36,6.0,5.67
Anureet Singh,Mumbai Indians,2012,1,2,29,24,4.0,7.25
Anureet Singh,Mumbai Indians,2015,2,3,71,48,8.0,8.88
Anureet Singh,Pune Warriors India,2011,1,0,29,18,3.0,9.67
Anureet Singh,Punjab Kings,2009,1,3,9,24,4.0,2.25
Anureet Singh,Punjab Kings,2012,1,1,26,24,4.0,6.5
Anureet Singh,Punjab Kings,2018,2,1,32,18,3.0,10.67
Anureet Singh,Rajasthan Royals,2009,1,2,35,24,4.0,8.75
Anureet Singh,Rajasthan Royals,2015,2,4,64,48,8.0,8.0
Anureet Singh,Royal Challengers Bangalore,2009,1,4,19,24,4.0,4.75
Anureet Singh,Royal Challengers Bangalore,2012,1,2,43,23,3.5,12.29
Anureet Singh,Royal Challengers Bangalore,2015,2,2,46,36,6.0,7.67
Anureet Singh,Royal Challengers Bangalore,2016,1,0,15,18,3.0,5.0
Anureet Singh,Sunrisers Hyderabad,2015,2,1,64,48,8.0,8.0
Anureet Singh,Sunrisers Hyderabad,2016,1,0,28,18,3.0,9.33
Anureet Singh,Sunrisers Hyderabad,2017,1,0,26,12,2.0,13.0
Arshdeep Singh,Delhi Capitals,2020,1,0,30,18,3.0,10.0
Arshdeep Singh,Kolkata Knight Riders,2019,1,0,24,12,2.0,12.0
Arshdeep Singh,Kolkata Knight Riders,2020,2,1,43,36,6.0,7.17
Arshdeep Singh,Mumbai Indians,2020,1,2,35,18,3.0,11.67
Arshdeep Singh,Rajasthan Royals,2019,1,2,43,24,4.0,10.75
Arshdeep Singh,Rajasthan Royals,2020,1,0,34,18,3.0,11.33
Arshdeep Singh,Royal Challengers Bangalore,2020,1,1,20,12,2.0,10.0
Arshdeep Singh,Sunrisers Hyderabad,2019,1,1,42,24,4.0,10.5
Arshdeep Singh,Sunrisers Hyderabad,2020,2,5,56,47,7.5,7.47
Asad Pathan,Kochi Tuskers Kerala,2011,1,0,19,12,2.0,9.5
Asad Pathan,Mumbai Indians,2011,1,0,30,21,3.3,9.09
Asad Pathan,Punjab Kings,2012,1,0,14,6,1.0,14.0
Ashish Nehra,Chennai Super Kings,2008,2,1,66,48,8.0,8.25
Ashish Nehra,Chennai Super Kings,2009,2,4,60,48,8.0,7.5
Ashish Nehra,Chennai Super Kings,2010,1,3,26,24,4.0,6.5
Ashish Nehra,Chennai Super Kings,2012,2,3,66,48,8.0,8.25
Ashish Nehra,Chennai Super Kings,2013,1,0,37,24,4.0,9.25
Ashish Nehra,Deccan Chargers,2008,2,0,48,36,6.0,8.0
Ashish Nehra,Deccan Chargers,2009,3,4,115,72,12.0,9.58
Ashish Nehra,Deccan Chargers,2010,1,2,32,24,4.0,8.0
Ashish Nehra,Deccan Chargers,2012,2,1,70,48,8.0,8.75
Ashish Nehra,Delhi Capitals,2008,2,4,55,47,7.5,7.33
Ashish Nehra,Delhi Capitals,2012,2,0,60,42,7.0,8.57
Ashish Nehra,Delhi Capitals,2015,1,3,25,24,4.0,6.25
Ashish Nehra,Delhi Capitals,2016,1,1,23,18,3.0,7.67
Ashish Nehra,Gujarat Lions,2016,1,0,23,24,4.0,5.75
Ashish Nehra,Gujarat Lions,2017,1,1,27,24,4.0,6.75
Ashish Nehra,Kolkata Knight Riders,2008,2,0,26,24,4.0,6.5
Ashish Nehra,Kolkata Knight Riders,2009,2,3,52,48,8.0,6.5
Ashish Nehra,Kolkata Knight Riders,2012,1,0,35,24,4.0,8.75
Ashish Nehra,Kolkata Knight Riders,2013,2,2,57,42,7.0,8.14
Ashish Nehra,Kolkata Knight Riders,2015,2,1,74,48,8.0,9.25
Ashish Nehra,Kolkata Knight Riders,2017,1,1,35,24,4.0,8.75
Ashish Nehra,Mumbai Indians,2009,1,2,27,24,4.0,6.75
Ashish Nehra,Mumbai Indians,2010,1,1,30,24,4.0,7.5
Ashish Nehra,Mumbai Indians,2012,1,2,19,24,4.0,4.75
Ashish Nehra,Mumbai Indians,2013,1,2,49,24,4.0,12.25
Ashish Nehra,Mumbai Indians,2014,1,2,34,24,4.0,8.5
Ashish Nehra,Mumbai Indians,2015,4,4,137,90,15.0,9.13
Ashish Nehra,Mumbai Indians,2016,1,3,15,18,3.0,5.0
Ashish Nehra,Mumbai Indians,2017,1,1,46,24,4.0,11.5
Ashish Nehra,Pune Warriors India,2013,1,0,27,24,4.0,6.75
Ashish Nehra,Punjab Kings,2008,2,2,56,36,6.0,9.33
Ashish Nehra,Punjab Kings,2009,1,1,6,24,4.0,1.5
Ashish Nehra,Punjab Kings,2010,1,0,8,12,2.0,4.0
Ashish Nehra,Punjab Kings,2012,2,1,42,36,6.0,7.0
Ashish Nehra,Punjab Kings,2013,2,3,66,42,7.0,9.43
Ashish Nehra,Punjab Kings,2014,2,3,75,42,7.0,10.71
Ashish Nehra,Punjab Kings,2015,2,3,33,42,7.0,4.71
Ashish Nehra,Punjab Kings,2016,1,0,35,17,2.5,14.0
Ashish Nehra,Punjab Kings,2017,1,3,42,24,4.0,10.5
Ashish Nehra,Rajasthan Royals,2008,2,3,31,36,6.0,5.17
Ashish Nehra,Rajasthan Royals,2009,2,2,31,42,7.0,4.43
Ashish Nehra,Rajasthan Royals,2012,2,3,56,42,7.0,8.0
Ashish Nehra,Rajasthan Royals,2013,1,2,35,24,4.0,8.75
Ashish Nehra,Rajasthan Royals,2015,2,0,61,48,8.0,7.62
Ashish Nehra,Rising Pune Supergiant,2016,2,4,50,42,7.0,7.14
Ashish Nehra,Rising Pune Supergiant,2017,1,0,5,7,1.1,4.55
Ashish Nehra,Royal Challengers Bangalore,2008,2,2,66,42,7.0,9.43
Ashish Nehra,Royal Challengers Bangalore,2009,2,3,55,48,8.0,6.88
Ashish Nehra,Royal Challengers Bangalore,2012,1,1,54,24,4.0,13.5
Ashish Nehra,Royal Challengers Bangalore,2013,1,1,31,24,4.0,7.75
Ashish Nehra,Royal Challengers Bangalore,2014,1,3,33,24,4.0,8.25
Ashish Nehra,Royal Challengers Bangalore,2015,3,10,57,72,12.0,4.75
Ashish Nehra,Royal Challengers Bangalore,2016,2,1,53,37,6.1,8.69
Ashish Nehra,Royal Challengers Bangalore,2017,1,2,42,24,4.0,10.5
Ashish Nehra,Sunrisers Hyderabad,2013,1,1,14,12,2.0,7.0
Ashish Nehra,Sunrisers Hyderabad,2015,2,1,62,48,8.0,7.75
Ashish Reddy,Chennai Super Kings,2012,1,1,16,12,2.0,8.0
Ashish Reddy,Chennai Super Kings,2013,1,0,15,4,0.4,37.5
Ashish Reddy,Chennai Super Kings,2015,1,1,19,12,2.0,9.5
Ashish Reddy,Delhi Capitals,2012,1,0,29,12,2.0,14.5
Ashish Reddy,Delhi Capitals,2015,1,1,15,12,2.0,7.5
Ashish Reddy,Kolkata Knight Riders,2013,1,1,15,12,2.0,7.5
Ashish Reddy,Kolkata Knight Riders,2016,1,1,14,12,2.0,7.0
Ashish Reddy,Mumbai Indians,2012,1,1,11,13,2.1,5.24
Ashish Reddy,Pune Warriors India,2012,2,3,64,42,7.0,9.14
Ashish Reddy,Pune Warriors India,2013,1,1,21,12,2.0,10.5
Ashish Reddy,Punjab Kings,2012,1,2,39,24,4.0,9.75
Ashish Reddy,Rajasthan Royals,2012,1,0,17,12,2.0,8.5
Ashish Reddy,Rajasthan Royals,2015,1,0,5,6,1.0,5.0
Ashish Reddy,Royal Challengers Bangalore,2012,2,4,61,48,8.0,7.62
Ashish Reddy,Royal Challengers Bangalore,2013,2,1,19,12,2.0,9.5
Ashish Reddy,Royal Challengers Bangalore,2015,1,1,11,6,1.0,11.0
Ashish Reddy,Royal Challengers Bangalore,2016,1,0,25,11,1.5,16.67
Ashley Noffke,Kolkata Knight Riders,2008,1,1,40,24,4.0,10.0
Ashok Menaria,Chennai Super Kings,2011,2,0,30,18,3.0,10.0
Ashok Menaria,Chennai Super Kings,2012,1,0,10,12,2.0,5.0
Ashok Menaria,Deccan Chargers,2011,1,0,8,6,1.0,8.0
Ashok Menaria,Delhi Capitals,2012,1,0,10,2,0.2,50.0
Ashok Menaria,Kolkata Knight Riders,2011,1,0,18,12,2.0,9.0
Ashok Menaria,Kolkata Knight Riders,2012,1,1,3,6,1.0,3.0
Ashok Menaria,Mumbai Indians,2011,2,2,32,30,5.0,6.4
Ashok Menaria,Pune Warriors India,2011,1,0,10,6,1.0,10.0
Ashok Menaria,Punjab Kings,2011,1,0,7,6,1.0,7.0
Ashok Menaria,Royal Challengers Bangalore,2011,1,0,16,12,2.0,8.0
Ashoke Dinda,Chennai Super Kings,2008,2,0,35,30,5.0,7.0
Ashoke Dinda,Chennai Super Kings,2009,1,1,29,24,4.0,7.25
Ashoke Dinda,Chennai Super Kings,2010,1,0,25,12,2.0,12.5
Ashoke Dinda,Chennai Super Kings,2012,1,1,30,24,4.0,7.5
Ashoke Dinda,Chennai Super Kings,2013,2,2,75,48,8.0,9.38
Ashoke Dinda,Deccan Chargers,2008,2,4,51,42,7.0,7.29
Ashoke Dinda,Deccan Chargers,2009,1,1,24,18,3.0,8.0
Ashoke Dinda,Deccan Chargers,2011,1,1,33,24,4.0,8.25
Ashoke Dinda,Delhi Capitals,2008,1,1,29,24,4.0,7.25
Ashoke Dinda,Delhi Capitals,2009,1,0,17,12,2.0,8.5
Ashoke Dinda,Delhi Capitals,2010,1,2,21,24,4.0,5.25
Ashoke Dinda,Delhi Capitals,2013,2,5,52,48,8.0,6.5
Ashoke Dinda,Delhi Capitals,2014,1,0,51,24,4.0,12.75
Ashoke Dinda,Delhi Capitals,2015,1,0,39,18,3.0,13.0
Ashoke Dinda,Delhi Capitals,2016,2,4,54,48,8.0,6.75
Ashoke Dinda,Delhi Capitals,2017,1,0,36,18,3.0,12.0
Ashoke Dinda,Gujarat Lions,2016,1,2,40,24,4.0,10.0
Ashoke Dinda,Kolkata Knight Riders,2012,1,0,28,12,2.0,14.0
Ashoke Dinda,Kolkata Knight Riders,2014,2,1,64,48,8.0,8.0
Ashoke Dinda,Kolkata Knight Riders,2016,1,0,13,6,1.0,13.0
Ashoke Dinda,Mumbai Indians,2008,1,1,12,24,4.0,3.0
Ashoke Dinda,Mumbai Indians,2009,2,1,51,30,5.0,10.2
Ashoke Dinda,Mumbai Indians,2010,1,1,20,24,4.0,5.0
Ashoke Dinda,Mumbai Indians,2011,1,0,7,12,2.0,3.5
Ashoke Dinda,Mumbai Indians,2012,2,5,52,48,8.0,6.5
Ashoke Dinda,Mumbai Indians,2013,2,2,98,48,8.0,12.25
Ashoke Dinda,Mumbai Indians,2014,2,2,52,42,7.0,7.43
Ashoke Dinda,Mumbai Indians,2016,1,1,33,18,3.0,11.0
Ashoke Dinda,Mumbai Indians,2017,1,0,57,24,4.0,14.25
Ashoke Dinda,Pune Warriors India,2011,1,2,42,24,4.0,10.5
Ashoke Dinda,Punjab Kings,2008,2,1,42,30,5.0,8.4
Ashoke Dinda,Punjab Kings,2009,2,1,60,36,6.0,10.0
Ashoke Dinda,Punjab Kings,2010,1,0,19,12,2.0,9.5
Ashoke Dinda,Punjab Kings,2012,2,2,31,36,6.0,5.17
Ashoke Dinda,Punjab Kings,2013,2,0,65,36,6.0,10.83
Ashoke Dinda,Punjab Kings,2014,1,1,19,18,3.0,6.33
Ashoke Dinda,Punjab Kings,2016,1,1,16,18,3.0,5.33
Ashoke Dinda,Punjab Kings,2017,1,1,26,18,3.0,8.67
Ashoke Dinda,Rajasthan Royals,2008,2,0,62,48,8.0,7.75
Ashoke Dinda,Rajasthan Royals,2009,1,0,12,24,4.0,3.0
Ashoke Dinda,Rajasthan Royals,2010,2,4,52,48,8.0,6.5
Ashoke Dinda,Rajasthan Royals,2011,1,1,34,21,3.3,10.3
Ashoke Dinda,Rajasthan Royals,2013,1,0,21,18,3.0,7.0
Ashoke Dinda,Rajasthan Royals,2014,2,0,45,30,5.0,9.0
Ashoke Dinda,Royal Challengers Bangalore,2008,2,2,29,36,6.0,4.83
Ashoke Dinda,Royal Challengers Bangalore,2010,1,2,15,19,3.1,4.84
Ashoke Dinda,Royal Challengers Bangalore,2011,1,1,36,21,3.3,10.91
Ashoke Dinda,Royal Challengers Bangalore,2012,1,1,28,24,4.0,7.0
Ashoke Dinda,Royal Challengers Bangalore,2013,2,4,100,48,8.0,12.5
Ashoke Dinda,Royal Challengers Bangalore,2016,1,0,26,21,3.3,7.88
Ashoke Dinda,Sunrisers Hyderabad,2013,2,3,54,48,8.0,6.75
Ashoke Dinda,Sunrisers Hyderabad,2014,1,1,39,24,4.0,9.75
Ashoke Dinda,Sunrisers Hyderabad,2015,1,0,23,12,2.0,11.5
Ashoke Dinda,Sunrisers Hyderabad,2016,2,3,49,48,8.0,6.12
Avesh Khan,Chennai Super Kings,2018,2,0,56,36,6.0,9.33
Avesh Khan,Chennai Super Kings,2020,1,0,42,24,4.0,10.5
Avesh Khan,Delhi Capitals,2017,1,1,23,24,4.0,5.75
Avesh Khan,Kolkata Knight Riders,2018,1,2,29,24,4.0,7.25
Avesh Khan,Punjab Kings,2018,1,2,36,24,4.0,9.0
Avesh Khan,Punjab Kings,2019,1,0,30,18,3.0,10.0
Avesh Khan,Rajasthan Royals,2018,1,0,36,12,2.0,18.0
Avesh Khan,Sunrisers Hyderabad,2018,1,0,47,18,3.0,15.67
Axar Patel,Chennai Super Kings,2014,3,2,85,72,12.0,7.08
Axar Patel,Chennai Super Kings,2015,2,1,63,42,7.0,9.0
Axar Patel,Chennai Super Kings,2018,1,0,28,24,4.0,7.0
Axar Patel,Chennai Super Kings,2019,3,2,79,66,11.0,7.18
Axar Patel,Chennai Super Kings,2020,2,1,41,48,8.0,5.12
Axar Patel,Delhi Capitals,2014,2,3,46,48,8.0,5.75
Axar Patel,Delhi Capitals,2015,2,1,51,40,6.4,7.97
Axar Patel,Delhi Capitals,2016,2,1,57,42,7.0,8.14
Axar Patel,Delhi Capitals,2017,2,3,55,48,8.0,6.88
Axar Patel,Delhi Capitals,2018,1,1,35,18,3.0,11.67
Axar Patel,Gujarat Lions,2016,2,4,38,36,6.0,6.33
Axar Patel,Gujarat Lions,2017,2,2,65,42,7.0,9.29
Axar Patel,Kolkata Knight Riders,2014,4,4,68,96,16.0,4.25
Axar Patel,Kolkata Knight Riders,2015,2,1,55,36,6.0,9.17
Axar Patel,Kolkata Knight Riders,2016,2,2,43,42,7.0,6.14
Axar Patel,Kolkata Knight Riders,2017,2,1,64,48,8.0,8.0
Axar Patel,Kolkata Knight Riders,2018,1,0,52,24,4.0,13.0
Axar Patel,Kolkata Knight Riders,2019,1,0,30,24,4.0,7.5
Axar Patel,Kolkata Knight Riders,2020,1,0,7,6,1.0,7.0
Axar Patel,Mumbai Indians,2014,2,1,67,48,8.0,8.38
Axar Patel,Mumbai Indians,2015,2,2,54,42,7.0,7.71
Axar Patel,Mumbai Indians,2016,2,2,71,48,8.0,8.88
Axar Patel,Mumbai Indians,2017,2,1,48,30,5.0,9.6
Axar Patel,Mumbai Indians,2018,2,0,33,24,4.0,8.25
Axar Patel,Mumbai Indians,2019,2,2,59,42,7.0,8.43
Axar Patel,Mumbai Indians,2020,3,1,67,60,10.0,6.7
Axar Patel,Punjab Kings,2019,1,2,22,18,3.0,7.33
Axar Patel,Punjab Kings,2020,2,2,41,48,8.0,5.12
Axar Patel,Rajasthan Royals,2014,2,4,46,48,8.0,5.75
Axar Patel,Rajasthan Royals,2015,2,3,64,48,8.0,8.0
Axar Patel,Rajasthan Royals,2018,2,1,45,42,7.0,6.43
Axar Patel,Rajasthan Royals,2019,2,1,55,48,8.0,6.88
Axar Patel,Rajasthan Royals,2020,2,2,40,36,6.0,6.67
Axar Patel,Rising Pune Supergiant,2016,2,1,69,42,7.0,9.86
Axar Patel,Rising Pune Supergiant,2017,2,2,40,36,6.0,6.67
Axar Patel,Royal Challengers Bangalore,2014,2,1,33,36,6.0,5.5
Axar Patel,Royal Challengers Bangalore,2015,2,3,61,36,6.0,10.17
Axar Patel,Royal Challengers Bangalore,2016,2,2,73,42,7.0,10.43
Axar Patel,Royal Challengers Bangalore,2017,2,4,23,42,7.0,3.29
Axar Patel,Royal Challengers Bangalore,2018,1,1,25,24,4.0,6.25
Axar Patel,Royal Challengers Bangalore,2019,2,2,48,48,8.0,6.0
Axar Patel,Royal Challengers Bangalore,2020,2,2,48,48,8.0,6.0
Axar Patel,Sunrisers Hyderabad,2014,2,2,60,48,8.0,7.5
Axar Patel,Sunrisers Hyderabad,2015,2,2,44,36,6.0,7.33
Axar Patel,Sunrisers Hyderabad,2016,2,1,37,35,5.5,6.73
Axar Patel,Sunrisers Hyderabad,2017,2,2,67,42,7.0,9.57
Axar Patel,Sunrisers Hyderabad,2019,3,1,71,60,10.0,7.1
Axar Patel,Sunrisers Hyderabad,2020,3,1,83,60,10.0,8.3
Azhar Mahmood,Chennai Super Kings,2012,2,5,53,48,8.0,6.62
Azhar Mahmood,Chennai Super Kings,2013,1,0,34,24,4.0,8.5
Azhar Mahmood,Deccan Chargers,2012,2,2,70,48,8.0,8.75
Azhar Mahmood,Delhi Capitals,2012,2,2,57,44,7.2,7.92
Azhar Mahmood,Delhi Capitals,2013,1,0,40,24,4.0,10.0
Azhar Mahmood,Kolkata Knight Riders,2013,2,6,56,48,8.0,7.0
Azhar Mahmood,Mumbai Indians,2012,2,2,62,47,7.5,8.27
Azhar Mahmood,Mumbai Indians,2013,2,2,56,48,8.0,7.0
Azhar Mahmood,Pune Warriors India,2013,2,4,61,48,8.0,7.62
Azhar Mahmood,Rajasthan Royals,2012,1,0,37,24,4.0,9.25
Azhar Mahmood,Rajasthan Royals,2013,1,0,23,24,4.0,5.75
Azhar Mahmood,Rajasthan Royals,2015,1,0,41,18,3.0,13.67
Azhar Mahmood,Royal Challengers Bangalore,2012,2,3,50,45,7.3,6.85
Azhar Mahmood,Royal Challengers Bangalore,2013,1,2,24,24,4.0,6.0
Azhar Mahmood,Sunrisers Hyderabad,2013,1,1,36,23,3.5,10.29
Balachandra Akhil,Chennai Super Kings,2008,2,0,38,30,5.0,7.6
Balachandra Akhil,Chennai Super Kings,2009,1,0,2,6,1.0,2.0
Balachandra Akhil,Deccan Chargers,2008,1,0,39,18,3.0,13.0
Balachandra Akhil,Deccan Chargers,2009,1,2,18,24,4.0,4.5
Balachandra Akhil,Deccan Chargers,2010,1,0,6,6,1.0,6.0
Balachandra Akhil,Delhi Capitals,2008,1,0,21,20,3.2,6.56
Balachandra Akhil,Delhi Capitals,2009,2,1,28,18,3.0,9.33
Balachandra Akhil,Delhi Capitals,2011,1,0,22,12,2.0,11.0
Balachandra Akhil,Kolkata Knight Riders,2009,1,1,32,18,3.0,10.67
Balachandra Akhil,Mumbai Indians,2008,2,2,36,36,6.0,6.0
Barinder Sran,Chennai Super Kings,2018,1,0,37,24,4.0,9.25
