batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
Paul Valthaty,2012,Kolkata Knight Riders,1,8,8,0,8.0,100.0
Paul Valthaty,2012,Pune Warriors India,2,1,6,0,0.5,16.67
Paul Valthaty,2012,Rajasthan Royals,1,13,15,0,13.0,86.67
Paul Valthaty,2012,Royal Challengers Bangalore,1,6,12,0,6.0,50.0
Paul Valthaty,2013,Sunrisers Hyderabad,1,6,17,0,6.0,35.29
Pawan Negi,2012,Chennai Super Kings,1,8,6,1,8.0,133.33
Pawan Negi,2012,Kolkata Knight Riders,1,14,11,0,14.0,127.27
Pawan Negi,2012,Pune Warriors India,1,8,8,0,8.0,100.0
Pawan Negi,2012,Royal Challengers Bangalore,1,6,4,1,6.0,150.0
Pawan Negi,2015,Delhi Capitals,1,5,8,1,5.0,62.5
Pawan Negi,2015,Kolkata Knight Riders,1,27,13,0,27.0,207.69
Pawan Negi,2015,Mumbai Indians,3,42,24,0,14.0,175.0
Pawan Negi,2015,Rajasthan Royals,1,2,3,0,2.0,66.67
Pawan Negi,2015,Royal Challengers Bangalore,2,25,13,0,12.5,192.31
Pawan Negi,2015,Sunrisers Hyderabad,1,15,11,0,15.0,136.36
Pawan Negi,2016,Gujarat Lions,1,3,4,1,3.0,75.0
Pawan Negi,2016,Kolkata Knight Riders,1,11,19,0,11.0,57.89
Pawan Negi,2016,Mumbai Indians,1,10,10,1,10.0,100.0
Pawan Negi,2016,Punjab Kings,1,8,2,1,8.0,400.0
Pawan Negi,2016,Rising Pune Supergiant,1,19,12,1,19.0,158.33
Pawan Negi,2016,Royal Challengers Bangalore,1,6,12,0,6.0,50.0
Pawan Negi,2017,Delhi Capitals,2,23,13,1,23.0,176.92
Pawan Negi,2017,Gujarat Lions,1,32,19,0,32.0,168.42
Pawan Negi,2017,Kolkata Knight Riders,2,7,6,0,3.5,116.67
Pawan Negi,2017,Mumbai Indians,2,48,36,1,48.0,133.33
Pawan Negi,2017,Punjab Kings,1,21,23,0,21.0,91.3
Pawan Negi,2017,Rising Pune Supergiant,2,13,14,0,6.5,92.86
Pawan Negi,2018,Chennai Super Kings,1,0,1,0,0.0,0.0
Pawan Negi,2018,Rajasthan Royals,1,3,4,0,3.0,75.0
Pawan Negi,2019,Chennai Super Kings,1,5,6,0,5.0,83.33
Pawan Negi,2019,Delhi Capitals,1,0,1,0,0.0,0.0
Pawan Negi,2019,Mumbai Indians,1,0,2,0,0.0,0.0
Pawan Negi,2019,Rajasthan Royals,1,4,3,0,4.0,133.33
Peter Handscomb,2016,Mumbai Indians,1,6,12,0,6.0,50.0
Pinal Shah,2008,Deccan Chargers,1,10,5,0,10.0,200.0
Pinal Shah,2008,Delhi Capitals,1,0,1,0,0.0,0.0
Pinal Shah,2008,Punjab Kings,1,5,5,0,5.0,100.0
Pinal Shah,2008,Royal Challengers Bangalore,1,19,23,0,19.0,82.61
Pinal Shah,2009,Deccan Chargers,2,30,20,1,30.0,150.0
Pinal Shah,2009,Delhi Capitals,2,23,31,0,11.5,74.19
Pinal Shah,2011,Kochi Tuskers Kerala,1,5,5,0,5.0,100.0
Piyush Chawla,2008,Chennai Super Kings,2,29,30,0,14.5,96.67
Piyush Chawla,2008,Deccan Chargers,1,16,9,1,16.0,177.78
Piyush Chawla,2008,Kolkata Knight Riders,2,21,8,1,21.0,262.5
Piyush Chawla,2008,Mumbai Indians,1,0,1,0,0.0,0.0
Piyush Chawla,2008,Rajasthan Royals,1,24,10,1,24.0,240.0
Piyush Chawla,2009,Chennai Super Kings,1,4,4,1,4.0,100.0
Piyush Chawla,2009,Deccan Chargers,2,9,7,2,9.0,128.57
Piyush Chawla,2009,Kolkata Knight Riders,1,3,6,1,3.0,50.0
Piyush Chawla,2009,Mumbai Indians,1,0,2,0,0.0,0.0
Piyush Chawla,2009,Rajasthan Royals,2,12,13,1,12.0,92.31
Piyush Chawla,2009,Royal Challengers Bangalore,1,3,4,0,3.0,75.0
Piyush Chawla,2010,Chennai Super Kings,1,8,4,1,8.0,200.0
Piyush Chawla,2010,Deccan Chargers,1,9,13,0,9.0,69.23
Piyush Chawla,2010,Delhi Capitals,1,5,7,0,5.0,71.43
Piyush Chawla,2010,Mumbai Indians,1,22,12,0,22.0,183.33
Piyush Chawla,2010,Rajasthan Royals,2,18,23,0,9.0,78.26
Piyush Chawla,2011,Deccan Chargers,1,13,7,1,13.0,185.71
Piyush Chawla,2011,Delhi Capitals,1,1,1,1,1.0,100.0
Piyush Chawla,2011,Mumbai Indians,1,10,10,1,10.0,100.0
Piyush Chawla,2011,Pune Warriors India,1,15,28,0,15.0,53.57
Piyush Chawla,2011,Rajasthan Royals,1,4,3,0,4.0,133.33
Piyush Chawla,2011,Royal Challengers Bangalore,1,5,6,0,5.0,83.33
Piyush Chawla,2012,Chennai Super Kings,1,0,2,0,0.0,0.0
Piyush Chawla,2012,Deccan Chargers,1,8,3,0,8.0,266.67
Piyush Chawla,2012,Delhi Capitals,2,11,16,0,5.5,68.75
Piyush Chawla,2012,Kolkata Knight Riders,2,22,18,1,22.0,122.22
Piyush Chawla,2012,Pune Warriors India,2,37,32,1,37.0,115.62
Piyush Chawla,2012,Rajasthan Royals,2,15,12,0,7.5,125.0
Piyush Chawla,2012,Royal Challengers Bangalore,2,13,5,2,13.0,260.0
Piyush Chawla,2013,Chennai Super Kings,1,4,5,0,4.0,80.0
Piyush Chawla,2013,Delhi Capitals,1,5,3,1,5.0,166.67
Piyush Chawla,2013,Kolkata Knight Riders,2,11,10,2,11.0,110.0
Piyush Chawla,2013,Mumbai Indians,2,13,12,0,6.5,108.33
Piyush Chawla,2013,Rajasthan Royals,2,8,10,1,8.0,80.0
Piyush Chawla,2013,Sunrisers Hyderabad,2,23,17,0,11.5,135.29
Piyush Chawla,2014,Chennai Super Kings,1,1,2,0,1.0,50.0
Piyush Chawla,2014,Punjab Kings,3,30,16,2,30.0,187.5
Piyush Chawla,2014,Rajasthan Royals,1,0,1,0,0.0,0.0
Piyush Chawla,2015,Chennai Super Kings,1,0,2,0,0.0,0.0
Piyush Chawla,2015,Delhi Capitals,1,22,19,0,22.0,115.79
Piyush Chawla,2015,Mumbai Indians,1,1,7,1,1.0,14.29
Piyush Chawla,2015,Punjab Kings,2,22,12,1,22.0,183.33
Piyush Chawla,2015,Rajasthan Royals,1,0,1,0,0.0,0.0
Piyush Chawla,2015,Sunrisers Hyderabad,1,9,6,1,9.0,150.0
Piyush Chawla,2016,Delhi Capitals,1,8,5,0,8.0,160.0
Piyush Chawla,2016,Gujarat Lions,1,11,16,0,11.0,68.75
Piyush Chawla,2016,Rising Pune Supergiant,1,8,5,0,8.0,160.0
Piyush Chawla,2017,Mumbai Indians,1,2,6,0,2.0,33.33
Piyush Chawla,2018,Delhi Capitals,2,2,7,0,1.0,28.57
Piyush Chawla,2018,Mumbai Indians,1,11,13,0,11.0,84.62
Piyush Chawla,2018,Punjab Kings,1,2,2,1,2.0,100.0
Piyush Chawla,2018,Sunrisers Hyderabad,1,12,12,0,12.0,100.0
Piyush Chawla,2019,Chennai Super Kings,2,12,18,1,12.0,66.67
Piyush Chawla,2019,Delhi Capitals,2,26,11,1,26.0,236.36
Piyush Chawla,2019,Sunrisers Hyderabad,1,4,8,0,4.0,50.0
Prabhsimran Singh,2019,Sunrisers Hyderabad,1,16,17,0,16.0,94.12
Prabhsimran Singh,2020,Kolkata Knight Riders,1,4,7,0,4.0,57.14
Prabhsimran Singh,2020,Sunrisers Hyderabad,1,11,8,0,11.0,137.5
Pradeep Sangwan,2008,Kolkata Knight Riders,1,0,1,0,0.0,0.0
Pradeep Sangwan,2008,Mumbai Indians,1,2,4,0,2.0,50.0
Pradeep Sangwan,2009,Chennai Super Kings,1,0,3,0,0.0,0.0
Pradeep Sangwan,2009,Deccan Chargers,1,0,1,1,0.0,0.0
Pradeep Sangwan,2009,Punjab Kings,1,5,5,1,5.0,100.0
Pradeep Sangwan,2009,Rajasthan Royals,1,1,1,1,1.0,100.0
Pradeep Sangwan,2010,Mumbai Indians,2,10,14,1,10.0,71.43
Pradeep Sangwan,2013,Royal Challengers Bangalore,1,4,2,1,4.0,200.0
Pradeep Sangwan,2017,Delhi Capitals,1,1,1,1,1.0,100.0
Pradeep Sangwan,2017,Rising Pune Supergiant,1,1,2,0,1.0,50.0
Pradeep Sangwan,2017,Sunrisers Hyderabad,1,0,1,0,0.0,0.0
Pradeep Sangwan,2018,Sunrisers Hyderabad,1,0,4,0,0.0,0.0
Pragyan Ojha,2008,Chennai Super Kings,1,1,1,1,1.0,100.0
Pragyan Ojha,2008,Delhi Capitals,1,0,1,0,0.0,0.0
Pragyan Ojha,2008,Rajasthan Royals,1,1,2,1,1.0,50.0
Pragyan Ojha,2009,Chennai Super Kings,1,0,2,0,0.0,0.0
Pragyan Ojha,2009,Delhi Capitals,2,1,3,0,0.5,33.33
Pragyan Ojha,2009,Mumbai Indians,1,0,2,1,0.0,0.0
Pragyan Ojha,2010,Chennai Super Kings,1,1,4,0,1.0,25.0
Pragyan Ojha,2010,Mumbai Indians,1,2,2,0,2.0,100.0
Pragyan Ojha,2010,Royal Challengers Bangalore,1,0,2,0,0.0,0.0
Pragyan Ojha,2012,Delhi Capitals,1,3,11,0,3.0,27.27
Pragyan Ojha,2012,Pune Warriors India,2,1,2,1,1.0,50.0
Pragyan Ojha,2013,Chennai Super Kings,2,1,3,1,1.0,33.33
Pragyan Ojha,2013,Rajasthan Royals,1,1,1,1,1.0,100.0
Pragyan Ojha,2014,Chennai Super Kings,1,1,1,1,1.0,100.0
Pragyan Ojha,2014,Delhi Capitals,1,2,2,0,2.0,100.0
Pragyan Ojha,2014,Royal Challengers Bangalore,1,1,5,1,1.0,20.0
Prashant Chopra,2018,Chennai Super Kings,1,8,6,0,8.0,133.33
Prashanth Parameswaran,2011,Royal Challengers Bangalore,1,1,1,1,1.0,100.0
Prashanth Parameswaran,2012,Deccan Chargers,1,0,1,1,0.0,0.0
Prasidh Krishna,2018,Mumbai Indians,1,1,5,1,1.0,20.0
Prasidh Krishna,2019,Chennai Super Kings,1,0,2,0,0.0,0.0
Prasidh Krishna,2020,Punjab Kings,1,0,1,1,0.0,0.0
Prasidh Krishna,2020,Royal Challengers Bangalore,1,2,3,1,2.0,66.67
Praveen Dubey,2020,Mumbai Indians,1,7,13,1,7.0,53.85
Praveen Kumar,2008,Chennai Super Kings,2,27,16,0,13.5,168.75
Praveen Kumar,2008,Deccan Chargers,1,8,4,0,8.0,200.0
Praveen Kumar,2008,Delhi Capitals,2,8,10,0,4.0,80.0
Praveen Kumar,2008,Kolkata Knight Riders,2,22,17,2,22.0,129.41
Praveen Kumar,2008,Mumbai Indians,1,8,11,0,8.0,72.73
Praveen Kumar,2008,Punjab Kings,2,5,9,0,2.5,55.56
Praveen Kumar,2008,Rajasthan Royals,2,34,31,0,17.0,109.68
Praveen Kumar,2009,Chennai Super Kings,2,12,9,1,12.0,133.33
Praveen Kumar,2009,Deccan Chargers,2,16,9,1,16.0,177.78
Praveen Kumar,2009,Punjab Kings,2,22,14,1,22.0,157.14
Praveen Kumar,2009,Rajasthan Royals,2,15,14,0,7.5,107.14
Praveen Kumar,2010,Delhi Capitals,1,0,1,0,0.0,0.0
Praveen Kumar,2010,Kolkata Knight Riders,1,3,5,1,3.0,60.0
Praveen Kumar,2010,Mumbai Indians,1,1,2,0,1.0,50.0
Praveen Kumar,2011,Deccan Chargers,1,0,7,0,0.0,0.0
Praveen Kumar,2011,Kolkata Knight Riders,1,2,2,1,2.0,100.0
Praveen Kumar,2011,Mumbai Indians,2,4,5,1,4.0,80.0
Praveen Kumar,2011,Pune Warriors India,2,6,10,1,6.0,60.0
Praveen Kumar,2011,Royal Challengers Bangalore,1,15,7,1,15.0,214.29
Praveen Kumar,2012,Chennai Super Kings,1,6,6,1,6.0,100.0
Praveen Kumar,2012,Delhi Capitals,2,11,7,1,11.0,157.14
Praveen Kumar,2012,Kolkata Knight Riders,1,0,1,0,0.0,0.0
Praveen Kumar,2012,Pune Warriors India,1,1,2,1,1.0,50.0
Praveen Kumar,2012,Rajasthan Royals,2,17,13,1,17.0,130.77
Praveen Kumar,2013,Chennai Super Kings,1,3,5,0,3.0,60.0
Praveen Kumar,2013,Kolkata Knight Riders,1,1,2,0,1.0,50.0
Praveen Kumar,2013,Mumbai Indians,2,24,15,0,12.0,160.0
Praveen Kumar,2013,Rajasthan Royals,1,15,7,0,15.0,214.29
Praveen Kumar,2013,Sunrisers Hyderabad,2,4,9,1,4.0,44.44
Praveen Kumar,2014,Chennai Super Kings,1,1,2,0,1.0,50.0
Praveen Kumar,2015,Delhi Capitals,1,1,1,1,1.0,100.0
Praveen Kumar,2015,Kolkata Knight Riders,1,12,16,0,12.0,75.0
Praveen Kumar,2015,Mumbai Indians,2,4,8,0,2.0,50.0
Praveen Kumar,2016,Mumbai Indians,1,0,2,0,0.0,0.0
Praveen Kumar,2016,Punjab Kings,1,15,13,0,15.0,115.38
Praveen Kumar,2016,Royal Challengers Bangalore,2,2,6,0,1.0,33.33
Praveen Kumar,2016,Sunrisers Hyderabad,2,7,5,2,7.0,140.0
Praveen Kumar,2017,Sunrisers Hyderabad,2,8,9,1,8.0,88.89
Pravin Tambe,2013,Sunrisers Hyderabad,1,3,6,1,3.0,50.0
Pravin Tambe,2014,Chennai Super Kings,1,2,2,0,2.0,100.0
Pravin Tambe,2014,Sunrisers Hyderabad,1,3,7,0,3.0,42.86
Pravin Tambe,2015,Chennai Super Kings,1,1,1,1,1.0,100.0
Pravin Tambe,2015,Royal Challengers Bangalore,1,2,4,1,2.0,50.0
Pravin Tambe,2016,Royal Challengers Bangalore,1,7,18,1,7.0,38.89
Prayas Barman,2019,Sunrisers Hyderabad,1,19,24,0,19.0,79.17
Prithvi Raj,2019,Sunrisers Hyderabad,1,0,1,1,0.0,0.0
Prithvi Shaw,2018,Chennai Super Kings,2,26,22,0,13.0,118.18
Prithvi Shaw,2018,Kolkata Knight Riders,1,62,44,0,62.0,140.91
Prithvi Shaw,2018,Mumbai Indians,1,12,8,0,12.0,150.0
Prithvi Shaw,2018,Punjab Kings,1,22,10,0,22.0,220.0
Prithvi Shaw,2018,Rajasthan Royals,1,47,25,0,47.0,188.0
Prithvi Shaw,2018,Royal Challengers Bangalore,1,2,4,0,2.0,50.0
Prithvi Shaw,2018,Sunrisers Hyderabad,2,74,47,0,37.0,157.45
Prithvi Shaw,2019,Chennai Super Kings,3,33,27,0,11.0,122.22
Prithvi Shaw,2019,Kolkata Knight Riders,2,113,62,0,56.5,182.26
Prithvi Shaw,2019,Mumbai Indians,2,27,29,0,13.5,93.1
Prithvi Shaw,2019,Punjab Kings,2,13,12,0,6.5,108.33
Prithvi Shaw,2019,Rajasthan Royals,2,50,47,0,25.0,106.38
Prithvi Shaw,2019,Royal Challengers Bangalore,2,46,32,0,23.0,143.75
Prithvi Shaw,2019,Sunrisers Hyderabad,3,71,54,0,23.67,131.48
Prithvi Shaw,2020,Chennai Super Kings,2,64,45,0,32.0,142.22
Prithvi Shaw,2020,Kolkata Knight Riders,1,66,41,0,66.0,160.98
Prithvi Shaw,2020,Mumbai Indians,3,14,16,0,4.67,87.5
Prithvi Shaw,2020,Punjab Kings,2,12,20,0,6.0,60.0
Prithvi Shaw,2020,Rajasthan Royals,2,19,11,0,9.5,172.73
Prithvi Shaw,2020,Royal Challengers Bangalore,2,51,29,0,25.5,175.86
Prithvi Shaw,2020,Sunrisers Hyderabad,1,2,5,0,2.0,40.0
Priyam Garg,2020,Chennai Super Kings,2,67,42,1,67.0,159.52
Priyam Garg,2020,Delhi Capitals,1,17,12,0,17.0,141.67
Priyam Garg,2020,Kolkata Knight Riders,1,4,7,0,4.0,57.14
Priyam Garg,2020,Mumbai Indians,1,8,7,0,8.0,114.29
Priyam Garg,2020,Punjab Kings,2,3,6,0,1.5,50.0
Priyam Garg,2020,Rajasthan Royals,1,15,8,0,15.0,187.5
Priyam Garg,2020,Royal Challengers Bangalore,2,19,27,0,9.5,70.37
Quinton de Kock,2013,Chennai Super Kings,1,4,3,0,4.0,133.33
Quinton de Kock,2013,Pune Warriors India,1,2,8,0,2.0,25.0
Quinton de Kock,2013,Punjab Kings,1,0,4,0,0.0,0.0
Quinton de Kock,2014,Chennai Super Kings,1,24,16,0,24.0,150.0
Quinton de Kock,2014,Kolkata Knight Riders,1,10,9,0,10.0,111.11
Quinton de Kock,2014,Mumbai Indians,1,16,24,0,16.0,66.67
Quinton de Kock,2014,Rajasthan Royals,1,42,33,0,42.0,127.27
Quinton de Kock,2014,Royal Challengers Bangalore,1,6,6,0,6.0,100.0
Quinton de Kock,2014,Sunrisers Hyderabad,2,55,42,0,27.5,130.95
Quinton de Kock,2015,Chennai Super Kings,1,3,7,0,3.0,42.86
Quinton de Kock,2015,Royal Challengers Bangalore,1,69,39,0,69.0,176.92
Quinton de Kock,2015,Sunrisers Hyderabad,1,50,31,0,50.0,161.29
Quinton de Kock,2016,Gujarat Lions,2,51,56,0,25.5,91.07
Quinton de Kock,2016,Kolkata Knight Riders,2,18,13,0,9.0,138.46
Quinton de Kock,2016,Mumbai Indians,2,49,35,0,24.5,140.0
Quinton de Kock,2016,Punjab Kings,2,111,72,1,111.0,154.17
Quinton de Kock,2016,Rising Pune Supergiant,1,2,8,0,2.0,25.0
Quinton de Kock,2016,Royal Challengers Bangalore,2,168,102,0,84.0,164.71
Quinton de Kock,2016,Sunrisers Hyderabad,2,46,40,0,23.0,115.0
Quinton de Kock,2018,Chennai Super Kings,1,53,37,0,53.0,143.24
Quinton de Kock,2018,Delhi Capitals,1,18,16,0,18.0,112.5
Quinton de Kock,2018,Kolkata Knight Riders,2,33,31,0,16.5,106.45
Quinton de Kock,2018,Mumbai Indians,2,26,25,0,13.0,104.0
Quinton de Kock,2018,Punjab Kings,1,45,34,0,45.0,132.35
Quinton de Kock,2018,Rajasthan Royals,1,26,19,0,26.0,136.84
Quinton de Kock,2019,Chennai Super Kings,4,56,45,0,14.0,124.44
Quinton de Kock,2019,Delhi Capitals,2,62,43,0,31.0,144.19
Quinton de Kock,2019,Kolkata Knight Riders,2,30,26,0,15.0,115.38
Quinton de Kock,2019,Punjab Kings,2,84,62,0,42.0,135.48
Quinton de Kock,2019,Rajasthan Royals,2,146,99,0,73.0,147.47
Quinton de Kock,2019,Royal Challengers Bangalore,2,63,46,0,31.5,136.96
Quinton de Kock,2019,Sunrisers Hyderabad,2,88,75,1,88.0,117.33
Quinton de Kock,2020,Chennai Super Kings,2,79,57,1,79.0,138.6
Quinton de Kock,2020,Delhi Capitals,4,139,101,0,34.75,137.62
Quinton de Kock,2020,Kolkata Knight Riders,2,79,47,1,79.0,168.09
Quinton de Kock,2020,Punjab Kings,2,53,48,0,26.5,110.42
Quinton de Kock,2020,Rajasthan Royals,2,29,19,0,14.5,152.63
Quinton de Kock,2020,Royal Challengers Bangalore,2,32,34,0,16.0,94.12
Quinton de Kock,2020,Sunrisers Hyderabad,2,92,52,0,46.0,176.92
RP Singh,2008,Chennai Super Kings,1,10,4,0,10.0,250.0
RP Singh,2008,Delhi Capitals,2,2,3,1,2.0,66.67
RP Singh,2008,Kolkata Knight Riders,2,7,6,2,7.0,116.67
RP Singh,2008,Mumbai Indians,1,3,3,1,3.0,100.0
RP Singh,2008,Punjab Kings,1,2,2,1,2.0,100.0
RP Singh,2008,Rajasthan Royals,1,2,3,0,2.0,66.67
RP Singh,2008,Royal Challengers Bangalore,1,1,3,0,1.0,33.33
RP Singh,2009,Chennai Super Kings,1,2,6,0,2.0,33.33
RP Singh,2009,Delhi Capitals,2,2,5,1,2.0,40.0
RP Singh,2009,Mumbai Indians,1,4,4,0,4.0,100.0
RP Singh,2009,Punjab Kings,1,0,2,0,0.0,0.0
RP Singh,2010,Chennai Super Kings,1,0,3,1,0.0,0.0
RP Singh,2010,Mumbai Indians,1,1,5,0,1.0,20.0
RP Singh,2010,Punjab Kings,1,4,2,1,4.0,200.0
RP Singh,2010,Rajasthan Royals,2,4,9,1,4.0,44.44
RP Singh,2011,Deccan Chargers,1,0,1,0,0.0,0.0
RP Singh,2011,Delhi Capitals,1,1,1,1,1.0,100.0
RP Singh,2011,Pune Warriors India,1,0,1,1,0.0,0.0
RP Singh,2011,Rajasthan Royals,1,1,1,0,1.0,100.0
RP Singh,2012,Chennai Super Kings,2,2,2,2,2.0,100.0
RP Singh,2012,Delhi Capitals,2,1,5,1,1.0,20.0
RP Singh,2012,Kolkata Knight Riders,1,3,5,0,3.0,60.0
Rahul Chahar,2017,Gujarat Lions,1,3,2,1,3.0,150.0
Rahul Chahar,2019,Chennai Super Kings,1,0,2,0,0.0,0.0
Rahul Chahar,2019,Kolkata Knight Riders,1,1,1,1,1.0,100.0
Rahul Chahar,2019,Punjab Kings,1,1,1,1,1.0,100.0
Rahul Chahar,2019,Sunrisers Hyderabad,1,10,7,0,10.0,142.86
Rahul Chahar,2020,Chennai Super Kings,1,2,4,1,2.0,50.0
Rahul Dravid,2008,Chennai Super Kings,2,47,40,0,23.5,117.5
Rahul Dravid,2008,Deccan Chargers,2,57,40,0,28.5,142.5
Rahul Dravid,2008,Delhi Capitals,2,47,40,0,23.5,117.5
Rahul Dravid,2008,Kolkata Knight Riders,2,7,14,0,3.5,50.0
Rahul Dravid,2008,Mumbai Indians,2,43,49,0,21.5,87.76
Rahul Dravid,2008,Punjab Kings,2,95,77,0,47.5,123.38
Rahul Dravid,2008,Rajasthan Royals,2,75,37,1,75.0,202.7
Rahul Dravid,2009,Chennai Super Kings,3,72,64,0,24.0,112.5
Rahul Dravid,2009,Deccan Chargers,3,63,49,0,21.0,128.57
Rahul Dravid,2009,Delhi Capitals,1,38,34,0,38.0,111.76
Rahul Dravid,2009,Kolkata Knight Riders,1,12,12,0,12.0,100.0
Rahul Dravid,2009,Mumbai Indians,1,10,12,0,10.0,83.33
Rahul Dravid,2009,Punjab Kings,1,10,13,0,10.0,76.92
Rahul Dravid,2009,Rajasthan Royals,2,66,50,0,33.0,132.0
Rahul Dravid,2010,Chennai Super Kings,1,14,11,0,14.0,127.27
Rahul Dravid,2010,Deccan Chargers,3,110,90,1,55.0,122.22
Rahul Dravid,2010,Delhi Capitals,2,15,10,0,7.5,150.0
Rahul Dravid,2010,Kolkata Knight Riders,2,73,51,0,36.5,143.14
Rahul Dravid,2010,Mumbai Indians,2,39,33,0,19.5,118.18
Rahul Dravid,2010,Rajasthan Royals,1,5,4,1,5.0,125.0
Rahul Dravid,2011,Chennai Super Kings,2,86,67,0,43.0,128.36
Rahul Dravid,2011,Deccan Chargers,1,28,35,0,28.0,80.0
Rahul Dravid,2011,Delhi Capitals,1,38,30,0,38.0,126.67
Rahul Dravid,2011,Kochi Tuskers Kerala,2,45,41,0,22.5,109.76
Rahul Dravid,2011,Kolkata Knight Riders,1,35,34,0,35.0,102.94
Rahul Dravid,2011,Mumbai Indians,2,48,48,1,48.0,100.0
Rahul Dravid,2011,Pune Warriors India,1,18,20,0,18.0,90.0
Rahul Dravid,2011,Punjab Kings,1,8,7,0,8.0,114.29
Rahul Dravid,2011,Royal Challengers Bangalore,1,37,30,0,37.0,123.33
Rahul Dravid,2012,Chennai Super Kings,2,30,37,0,15.0,81.08
Rahul Dravid,2012,Deccan Chargers,2,81,60,0,40.5,135.0
Rahul Dravid,2012,Delhi Capitals,2,97,81,0,48.5,119.75
Rahul Dravid,2012,Kolkata Knight Riders,2,54,51,0,27.0,105.88
Rahul Dravid,2012,Mumbai Indians,2,8,10,0,4.0,80.0
Rahul Dravid,2012,Pune Warriors India,2,35,36,0,17.5,97.22
Rahul Dravid,2012,Punjab Kings,2,74,63,0,37.0,117.46
Rahul Dravid,2012,Royal Challengers Bangalore,2,83,74,0,41.5,112.16
Rahul Dravid,2013,Chennai Super Kings,2,28,37,0,14.0,75.68
Rahul Dravid,2013,Delhi Capitals,2,118,99,0,59.0,119.19
Rahul Dravid,2013,Kolkata Knight Riders,2,23,23,1,23.0,100.0
Rahul Dravid,2013,Mumbai Indians,2,47,42,0,23.5,111.9
Rahul Dravid,2013,Pune Warriors India,2,112,87,0,56.0,128.74
Rahul Dravid,2013,Punjab Kings,2,13,19,0,6.5,68.42
Rahul Dravid,2013,Royal Challengers Bangalore,2,57,48,0,28.5,118.75
Rahul Dravid,2013,Sunrisers Hyderabad,3,73,69,0,24.33,105.8
Rahul Sharma,2010,Delhi Capitals,1,14,8,1,14.0,175.0
Rahul Sharma,2010,Mumbai Indians,1,5,7,0,5.0,71.43
Rahul Sharma,2010,Rajasthan Royals,1,10,5,0,10.0,200.0
Rahul Sharma,2010,Royal Challengers Bangalore,1,0,6,0,0.0,0.0
Rahul Sharma,2011,Chennai Super Kings,1,1,1,0,1.0,100.0
Rahul Sharma,2011,Kochi Tuskers Kerala,1,10,9,1,10.0,111.11
Rahul Sharma,2011,Mumbai Indians,2,13,10,1,13.0,130.0
Rahul Sharma,2011,Rajasthan Royals,1,0,1,0,0.0,0.0
Rahul Sharma,2012,Punjab Kings,2,2,6,1,2.0,33.33
Rahul Sharma,2012,Rajasthan Royals,1,0,3,0,0.0,0.0
Rahul Sharma,2012,Royal Challengers Bangalore,1,0,2,0,0.0,0.0
Rahul Sharma,2013,Chennai Super Kings,1,0,1,0,0.0,0.0
Rahul Sharma,2013,Mumbai Indians,1,10,12,1,10.0,83.33
Rahul Sharma,2013,Punjab Kings,1,1,1,0,1.0,100.0
Rahul Sharma,2013,Royal Challengers Bangalore,1,0,1,1,0.0,0.0
Rahul Sharma,2013,Sunrisers Hyderabad,2,0,2,0,0.0,0.0
Rahul Shukla,2013,Delhi Capitals,1,1,2,1,1.0,50.0
Rahul Shukla,2014,Rajasthan Royals,1,14,12,0,14.0,116.67
Rahul Shukla,2014,Royal Challengers Bangalore,1,2,6,1,2.0,33.33
Rahul Shukla,2014,Sunrisers Hyderabad,1,2,3,1,2.0,66.67
Rahul Tewatia,2014,Punjab Kings,1,16,13,0,16.0,123.08
Rahul Tewatia,2017,Kolkata Knight Riders,1,15,8,1,15.0,187.5
Rahul Tewatia,2017,Rising Pune Supergiant,1,4,3,0,4.0,133.33
Rahul Tewatia,2018,Chennai Super Kings,1,3,4,1,3.0,75.0
Rahul Tewatia,2018,Kolkata Knight Riders,1,1,2,0,1.0,50.0
Rahul Tewatia,2018,Punjab Kings,2,33,28,0,16.5,117.86
Rahul Tewatia,2018,Royal Challengers Bangalore,1,13,9,1,13.0,144.44
Rahul Tewatia,2019,Chennai Super Kings,1,11,9,1,11.0,122.22
Rahul Tewatia,2019,Mumbai Indians,1,9,4,1,9.0,225.0
Rahul Tewatia,2019,Royal Challengers Bangalore,1,1,2,1,1.0,50.0
Rahul Tewatia,2019,Sunrisers Hyderabad,1,5,7,0,5.0,71.43
Rahul Tewatia,2020,Chennai Super Kings,1,10,8,0,10.0,125.0
Rahul Tewatia,2020,Delhi Capitals,2,52,47,1,52.0,110.64
Rahul Tewatia,2020,Kolkata Knight Riders,2,45,37,0,22.5,121.62
Rahul Tewatia,2020,Mumbai Indians,1,5,6,0,5.0,83.33
Rahul Tewatia,2020,Punjab Kings,1,53,31,0,53.0,170.97
Rahul Tewatia,2020,Royal Challengers Bangalore,2,43,22,2,43.0,195.45
Rahul Tewatia,2020,Sunrisers Hyderabad,2,47,31,2,47.0,151.61
Rahul Tripathi,2017,Delhi Capitals,2,17,11,0,8.5,154.55
Rahul Tripathi,2017,Gujarat Lions,2,39,24,0,19.5,162.5
Rahul Tripathi,2017,Kolkata Knight Riders,2,131,75,0,65.5,174.67
Rahul Tripathi,2017,Mumbai Indians,3,48,41,0,16.0,117.07
Rahul Tripathi,2017,Punjab Kings,1,28,20,0,28.0,140.0
